timestamp;model;input_tokens;output_tokens;total_tokens
2026-05-04 16:25:48,gemini-2.5-flash,497,98,1407
2026-05-04 16:32:17,gemini-2.5-flash,573,6,825
2026-05-04 16:32:21,gemini-2.5-flash,497,171,1225
2026-05-04 16:36:30,gemini-2.5-flash,573,6,914
2026-05-04 16:36:33,gemini-2.5-flash,497,171,1169
2026-05-04 16:43:01,gemini-2.5-flash,573,5,1070
2026-05-04 16:43:07,gemini-2.5-flash,497,171,1665
2026-05-17 13:26:13,gemini-2.5-flash,562,134,1020
2026-05-17 13:26:20,gemini-2.5-flash,497,171,1641
2026-05-17 13:35:55,gemini-2.5-flash,562,120,1080
2026-05-17 13:36:00,gemini-2.5-flash,497,171,1603
2026-05-17 16:06:27,gemini-2.5-flash,156,1,346
2026-05-17 16:06:30,gemini-2.5-flash,560,119,925
2026-05-17 16:07:52,gemini-2.5-flash,520,143,1595
2026-05-17 16:27:33,gemini-2.5-flash,156,1,385
2026-05-17 16:27:36,gemini-2.5-flash,560,112,905
2026-05-17 16:27:40,gemini-2.5-flash,520,143,1512
2026-05-17 16:34:13,gemini-2.5-flash,201,19,479
2026-05-17 16:34:18,gemini-2.5-flash,404,104,1358
2026-05-17 16:38:39,gemini-2.5-flash,364,143,914
2026-05-17 16:49:09,gemini-2.5-flash,201,19,469
2026-05-17 16:49:11,gemini-2.5-flash,378,18,764
2026-05-17 16:49:15,gemini-2.5-flash,404,105,961
2026-05-17 16:49:18,gemini-2.5-flash,364,143,968
2026-05-18 11:30:31,gemini-2.5-flash,164,1,405
2026-05-18 11:30:40,gemini-2.5-flash,867,47,2691
2026-05-18 11:30:44,gemini-2.5-flash,664,131,1329
2026-05-18 11:30:50,gemini-2.5-flash,623,158,1639
2026-05-18 11:32:05,gemini-2.5-flash,624,160,1459
2026-05-18 11:58:25,gemini-2.5-flash,866,63,2306
2026-05-18 11:59:20,gemini-2.5-flash,156,1,317
2026-05-18 11:59:23,gemini-2.5-flash,560,103,973
2026-05-18 12:00:41,gemini-2.5-flash,520,143,1674
2026-05-20 10:54:53,gemini-3.5-flash,156,1,345
2026-05-20 10:55:01,gemini-3.5-flash,866,129,2568
2026-05-20 10:55:05,gemini-3.5-flash,560,79,1294
2026-05-20 10:55:10,gemini-3.5-flash,520,143,1502
2026-05-20 11:00:10,gemini-3.5-flash,201,32,492
2026-05-20 11:00:12,gemini-3.5-flash,380,38,739
2026-05-20 11:00:16,gemini-3.5-flash,404,102,920
2026-05-20 11:00:20,gemini-3.5-flash,364,163,1246
2026-05-20 12:01:18,gemini-3.5-flash,201,32,495
2026-05-20 12:01:21,gemini-3.5-flash,382,18,847
2026-05-20 12:01:26,gemini-3.5-flash,404,100,1216
2026-05-20 12:01:30,gemini-3.5-flash,364,163,1138
2026-05-20 12:02:58,gemini-3.5-flash,413,57,922
2026-06-10 16:08:56,gemini-2.5-flash,182,19,431
2026-06-10 16:08:59,gemini-2.5-flash,412,30,830
2026-06-10 16:09:04,gemini-2.5-flash,792,182,1683
2026-06-10 16:09:13,gemini-2.5-flash,501,314,1490
2026-06-10 16:13:34,gemini-2.5-flash,137,1,325
2026-06-10 16:13:50,gemini-2.5-flash,940,290,3348
2026-06-10 16:13:55,gemini-2.5-flash,948,182,1991
2026-06-10 16:13:59,gemini-2.5-flash,657,300,1412
2026-06-10 16:45:04,gemini-2.5-flash,137,1,355
2026-06-10 16:45:18,gemini-2.5-flash,940,266,4208
2026-06-10 16:45:23,gemini-2.5-flash,948,195,1849
2026-06-10 16:46:32,gemini-2.5-flash,657,307,1487
2026-06-10 16:49:05,gemini-2.5-flash,944,290,4440
2026-06-10 16:49:13,gemini-2.5-flash,948,171,2041
2026-06-10 16:49:28,gemini-2.5-flash,657,287,2253
2026-06-10 16:51:28,gemini-2.5-flash,940,90,2222
2026-06-11 16:02:34,gemini-2.5-flash,182,15,197
2026-06-11 16:02:35,gemini-2.5-flash,412,30,442
2026-06-11 16:02:53,gemini-2.5-flash,792,131,1306
2026-06-11 16:02:59,gemini-2.5-flash,501,298,1202
2026-06-11 16:48:49,gemini-2.5-flash,147,1,148
2026-06-11 16:48:51,gemini-2.5-flash,928,162,1090
2026-06-11 16:48:55,gemini-2.5-flash,2715,168,3393
2026-06-11 16:49:02,gemini-2.5-flash,2350,1234,4019
2026-06-11 16:54:19,gemini-2.5-flash,928,290,1218
2026-06-11 16:54:23,gemini-2.5-flash,2715,225,3368
2026-06-11 16:54:41,gemini-2.5-flash,2350,1423,4283
2026-06-11 17:01:06,gemini-2.5-flash,928,203,1131
2026-06-11 17:02:59,gemini-2.5-flash,2715,185,3317
2026-06-11 17:03:06,gemini-2.5-flash,2350,1207,4002
2026-06-11 17:23:56,gemini-2.5-flash,933,203,1136
